mode,seed,episode,reward,length,energy,phase
normal,42,310,484.861356,1600.0,2528.5999999999253,training
normal,42,311,1201.597383,1600.0,2508.1999999999275,training
normal,42,312,393.007179,1600.0,2445.4999999999354,training
normal,42,313,1346.228412,1600.0,2455.6999999999352,training
normal,42,314,1462.883665,1600.0,2450.399999999931,training
normal,42,315,959.390279,1600.0,2439.0999999999326,training
normal,42,316,112.771383,1600.0,2424.599999999936,training
normal,42,317,-103.461551,74.0,87.50000000000006,training
normal,42,318,-93.847394,57.0,65.60000000000002,training
normal,42,319,-82.484135,69.0,70.80000000000003,training
normal,42,320,-61.676542,97.0,124.0,training
normal,42,321,-68.049135,131.0,164.8999999999999,training
normal,42,322,1583.990546,1600.0,2473.2999999999283,training
normal,42,323,-89.809585,58.0,60.10000000000001,training
normal,42,324,739.103724,1600.0,2462.8999999999314,training
normal,42,325,1322.986808,1600.0,2463.799999999932,training
normal,42,326,-186.685558,67.0,79.50000000000003,training
normal,42,327,-67.558074,90.0,98.50000000000003,training
normal,42,328,1248.002099,1600.0,2488.6999999999293,training
normal,42,329,337.811945,1600.0,2492.8999999999287,training
normal,42,330,1355.579316,1600.0,2525.899999999926,training
normal,42,331,-195.332111,73.0,96.00000000000006,training
normal,42,332,354.591661,1600.0,2528.199999999926,training
normal,42,333,734.826626,1600.0,2514.299999999926,training
normal,42,334,142.241022,1600.0,2489.8999999999282,training
normal,42,335,-166.360911,1600.0,2465.0999999999317,training
normal,42,336,1396.019471,1600.0,2471.599999999931,training
normal,42,337,1075.487405,1600.0,2486.699999999929,training
normal,42,338,-77.87605,87.0,100.60000000000005,training
normal,42,339,1544.523389,1600.0,2508.9999999999272,training
normal,42,340,-1442.883617,1600.0,2510.4999999999263,training
normal,42,341,1615.992877,1600.0,2517.799999999925,training
normal,42,342,22.585223,1600.0,2525.899999999926,training
normal,42,343,1520.844464,1600.0,2519.6999999999257,training
normal,42,344,1474.453612,1600.0,2465.5999999999317,training
normal,42,345,-50.456497,94.0,125.89999999999999,training
normal,42,346,1433.707694,1600.0,2505.799999999926,training
normal,42,347,-111.606383,68.0,79.99999999999999,training
normal,42,348,1535.030199,1600.0,2490.199999999927,training
normal,42,349,1541.865826,1600.0,2494.199999999927,training
normal,42,350,500.761358,1600.0,2511.7999999999256,training
normal,42,351,1505.479767,1600.0,2532.7999999999242,training
normal,42,352,1548.529266,1600.0,2519.499999999926,training
normal,42,353,1495.615288,1600.0,2510.999999999926,training
normal,42,354,20.210119,136.0,165.39999999999995,training
normal,42,355,504.458564,1600.0,2539.899999999924,training
normal,42,356,1488.378649,1600.0,2521.4999999999254,training
normal,42,357,116.929458,1600.0,2521.499999999927,training
normal,42,358,1383.395455,1600.0,2501.4999999999286,training
normal,42,359,-162.425098,85.0,121.29999999999997,training
normal,42,360,1431.702489,1600.0,2544.3999999999237,training
normal,42,361,-80.859056,1600.0,2502.4999999999277,training
normal,42,362,179.183339,1600.0,2505.2999999999274,training
normal,42,363,1474.683647,1600.0,2513.3999999999255,training
normal,42,364,1481.200924,1600.0,2489.7999999999265,training
normal,42,365,-403.601335,143.0,74.49999999999984,training
normal,42,366,1618.089367,1600.0,2496.8999999999264,training
normal,42,367,1092.33293,1600.0,2493.6999999999275,training
normal,42,368,1379.897594,1600.0,2476.4999999999295,training
normal,42,369,1524.097649,1600.0,2516.5999999999253,training
normal,42,370,1590.342387,1600.0,2487.299999999927,training
normal,42,371,1433.362864,1600.0,2354.599999999935,training
normal,42,372,1533.938844,1600.0,2505.799999999926,training
normal,42,373,1597.505147,1600.0,2474.499999999928,training
normal,42,374,-1592.260595,1600.0,2470.9999999999286,training
normal,42,375,1555.97365,1600.0,2483.999999999928,training
normal,42,376,1302.297842,1600.0,2497.699999999927,training
normal,42,377,1413.416369,1600.0,2459.999999999929,training
normal,42,378,-40.880183,72.0,61.70000000000002,training
normal,42,379,1621.198114,1600.0,2464.3999999999287,training
normal,42,380,-388.557854,130.0,119.50000000000001,training
normal,42,381,1619.549225,1600.0,2485.799999999928,training
normal,42,382,-404.948457,1600.0,2495.7999999999265,training
normal,42,383,1446.597023,1600.0,2464.199999999929,training
normal,42,384,1649.364117,1600.0,2472.699999999928,training
normal,42,385,1402.914318,1600.0,2490.8999999999273,training
normal,42,386,1161.538255,1600.0,2451.5999999999294,training
normal,42,387,644.486029,1600.0,2469.1999999999284,training
normal,42,388,1549.939247,1600.0,2498.6999999999266,training
normal,42,389,1531.418234,1600.0,2507.099999999926,training
normal,42,390,1413.829331,1600.0,2485.0999999999276,training
normal,42,391,-55.99112,88.0,96.70000000000005,training
normal,42,392,672.545033,1600.0,2452.69999999993,training
normal,42,393,-40.105741,244.0,229.4,training
normal,42,394,1349.457406,1600.0,2438.699999999931,training
normal,42,395,-100.665077,140.0,132.10000000000016,training
normal,42,396,1152.980252,1600.0,2503.799999999926,training
normal,42,397,1623.561761,1600.0,2500.899999999927,training
normal,42,398,1505.898919,1600.0,2505.7999999999274,training
normal,42,399,996.406141,1600.0,2425.099999999937,training
normal,42,400,1405.038485,1600.0,2449.8999999999355,training
normal,42,401,-278.813251,94.0,82.50000000000001,training
normal,42,402,1358.588929,1600.0,2444.2999999999365,training
normal,42,403,-56.289372,84.0,89.30000000000001,training
normal,42,404,1395.973724,1600.0,2472.5999999999312,training
